programme_code,programme_name,year,course_code,alternative_course
CB024ECO03,BBusSc Augmented in Economics with Law,Year 1,ACC1022Z,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 1,DOC1103H,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 1,ECO1110F,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 1,INF1102F,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 1,MAM1110F,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 1,ECO1011S,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 1,MAM1112S,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 1,STA1100S,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 2,ECO2003F,FTX2024S
CB024ECO03,BBusSc Augmented in Economics with Law,Year 2,FTX2020F,FTX2024S
CB024ECO03,BBusSc Augmented in Economics with Law,Year 2,FTX2024S,FTX2020F
CB024ECO03,BBusSc Augmented in Economics with Law,Year 2,STA2020F,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 2,PVL1003W,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 2,PVL1004F,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 2,PVL1008H,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 2,ECO2004S,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 2,ECO2007S,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 3,BUS3039F,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 3,ECO3020F,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 3,PBL2000W,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 3,PVL2002H,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 3,PVL2003H,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 3,ECO3021S,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 3,PHI2043S,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 3,ECO3xxx (Option),
CB024ECO03,BBusSc Augmented in Economics with Law,Year 4,BUS4050H,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 4,BUS2010S,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 4,ECO4006F,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 4,ECO4007F,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 4,ECO4016F,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 4,ECO4112F,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 4,ECO4021W,
CB024ECO03,BBusSc Augmented in Economics with Law,Year 4,ECO4xxx (Option 1),
CB024ECO03,BBusSc Augmented in Economics with Law,Year 4,ECO4xxx (Option 2),
CB024BUS07,BBusSc Augmented in Marketing,Year 1,ACC1021F,
CB024BUS07,BBusSc Augmented in Marketing,Year 1,ACC1022Z,
CB024BUS07,BBusSc Augmented in Marketing,Year 1,DOC1103H,
CB024BUS07,BBusSc Augmented in Marketing,Year 1,ECO1110F,
CB024BUS07,BBusSc Augmented in Marketing,Year 1,INF1102F,
CB024BUS07,BBusSc Augmented in Marketing,Year 1,MAM1110F,
CB024BUS07,BBusSc Augmented in Marketing,Year 1,BUS1036F,
CB024BUS07,BBusSc Augmented in Marketing,Year 1,ECO1011S,
CB024BUS07,BBusSc Augmented in Marketing,Year 1,STA1100S,
CB024BUS07,BBusSc Augmented in Marketing,Year 2,BUS2010F/S,FTX2024S
CB024BUS07,BBusSc Augmented in Marketing,Year 2,BUS2033F/S,FTX2024S
CB024BUS07,BBusSc Augmented in Marketing,Year 2,ECO2003F,FTX2024S
CB024BUS07,BBusSc Augmented in Marketing,Year 2,FTX2020F,FTX2024S
CB024BUS07,BBusSc Augmented in Marketing,Year 2,FTX2024S,FTX2020F
CB024BUS07,BBusSc Augmented in Marketing,Year 2,STA2020F/S,
CB024BUS07,BBusSc Augmented in Marketing,Year 2,CML1004S,
CB024BUS07,BBusSc Augmented in Marketing,Year 2,ECO2007S,
CB024BUS07,BBusSc Augmented in Marketing,Year 2,ECO2004S,
CB024BUS07,BBusSc Augmented in Marketing,Year 2,PHI2043S,
CB024BUS07,BBusSc Augmented in Marketing,Year 3,BUS3039F,
CB024BUS07,BBusSc Augmented in Marketing,Year 3,BUS3041F,
CB024BUS07,BBusSc Augmented in Marketing,Year 3,ECO3020F,
CB024BUS07,BBusSc Augmented in Marketing,Year 3,STA3022F,
CB024BUS07,BBusSc Augmented in Marketing,Year 3,BUS3008W,
CB024BUS07,BBusSc Augmented in Marketing,Year 3,BUS3038S,
CB024BUS07,BBusSc Augmented in Marketing,Year 3,BUS3043S,
CB024BUS07,BBusSc Augmented in Marketing,Year 3,ECO3xxx (Option),
CB024BUS07,BBusSc Augmented in Marketing,Year 4,BUS4026W,
CB024BUS07,BBusSc Augmented in Marketing,Year 4,BUS4050H,
CB024BUS07,BBusSc Augmented in Marketing,Year 4,BUS4052H,
CB024BUS07,BBusSc Augmented in Marketing,Year 4,BUS4058F,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 1,BUS1036F,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 1,DOC1103H,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 1,ECO1110F,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 1,MAM1110F,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 1,PSY1004F,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 1,BUS1007S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 1,ECO1011S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 1,PSY1005S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 1,STA1100S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 2,ACC1021F,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 2,ACC1022Z,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 2,BUS2024F,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 2,CML1004S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 2,FTX2020F,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 2,INF1102F,CSC1015F
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 2,BUS2010S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 2,BUS2023S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 3,BUS3003F,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 3,BUS3004S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 3,PSY2013F,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 3,BUS2033F,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 3,PHI2043F/S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 3,STA2020F/S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 3,BUS3038S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 3,PSY2014S,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 4,BUS4006W,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 4,BUS4050H,
CB024BUS08,BBusSc Augmented in Organisational Psychology,Year 4,BUS4030H,
