Programme Code,Programme Name,Year,Course Code,Alternative,Handbook Year
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 2,PHI2043S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 2,BUS2010F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 2,CML1004S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 2,ECO2004S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA2004F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA2005S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA2020F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA2020S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA2030S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,FTX2020F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,FTX2024S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,BUS2033S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,BUS3039S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,CSC2001F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,CSC2002S,Alternative,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,ECO3021S,Alternative,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,INF2006F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,INF2007F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA3022F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA3045F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA3041F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA3030F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA3036S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,STA4010W,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,BUS4050W,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,STA1106S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM2010F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM2011F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM2012S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM2013S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM2014S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM1031F,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM1032S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM1005H,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,STA1006S,,2024
CB024BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM1006H,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,DOC1103H,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,STA1000F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,STA2020F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,STA2020S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,DOC1103H,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,ACC2023H,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 1,DOC1103H,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 1,MAM1032S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 1,ACC1020H,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 1,DOC1103H,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 1,BUS1036F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 1,CSC1015F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 1,ECO1011S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 1,CML1004S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 2,ECO2003F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF1003F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF2006F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF2007F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF2009F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 2,FTX2020F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 2,FTX2024S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 2,STA2020S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 2,ECO2004S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF2010S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF2011S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 3,BUS2010F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 3,BUS3039F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 3,INF3014F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 3,INF3003W,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 3,BUS2033S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 3,INF3012S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 3,PHI2043S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 4,INF4026F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 4,BUS4050W,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 4,INF4027W,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 4,INF4024W,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 4,INF4025S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 4,CSC1015F,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 4,CSC1016S,,2024
CB024INF01,Bachelor of Business Science specialising in Information Systems,Year 4,INF1003F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 1,ACC1020H,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 1,DOC1103H,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 1,BUS1036F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 1,ECO1011S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 2,CML1001F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 2,ECO2003F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 2,FTX2020F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 2,FTX2024S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 2,STA2020F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 2,STA2020S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 2,BUS2010S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 2,ECO2004S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 2,ECO2007S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 2,STA2030S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 2,STA3022F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 3,BUS2033F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 3,BUS3039F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 3,ECO3020F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 3,ECO3021S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 3,PHI2043S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 3,FTX3044F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 3,STA3030F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 3,FTX3045S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 3,STA3036S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,BUS4050W,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4006F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4007F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4016F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4112F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4021W,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4013S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4020S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4026S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4027S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4028S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4029S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4032S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4051S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4052S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4053S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4113S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4114S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4131S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4132S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,MAM2010F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,MAM2011F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,MAM2012S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,MAM2013S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,MAM2014S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,MAM1010F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,MAM1012F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,MAM1010S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,MAM1012S,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO3020F,,2024
CB024ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO3021S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 1,ACC1020H,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 1,DOC1103H,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 1,BUS1036F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 1,ECO1011S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 2,ECO2003F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 2,FTX2020F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 2,FTX2024S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 2,STA2020F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 2,STA2020S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 2,PVL1003W,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 2,PVL1004F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 2,PVL1008H,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 2,ECO2004S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 2,ECO2007S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 3,BUS3039F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 3,ECO3020F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 3,PBL2000W,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 3,PVL2002H,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 3,PVL2003H,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 3,ECO3021S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 3,PHI2043S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,BUS4050W,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,BUS2010S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4006F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4007F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4016F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4112F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4021W,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4013S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4020S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4026S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4027S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4028S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4029S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4032S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4051S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4052S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4053S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4113S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4114S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4131S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO4132S,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO3020F,,2024
CB024ECO03,Bachelor of Business Science specialising in Economics with Law,Year 4,ECO3021S,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 1,ACC1020H,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 1,BUS1036F,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 2,BUS2010F,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 2,BUS2010S,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 2,BUS2033F,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 2,BUS2033S,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 2,FTX2020F,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 2,FTX2024S,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 2,STA2020F,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 2,STA2020S,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 2,CML1004S,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 2,PHI2043S,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 3,BUS3039F,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 3,BUS3041F,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 3,STA3022F,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 3,BUS3008W,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 3,BUS3038S,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 3,BUS3043S,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 4,BUS4026W,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 4,BUS4050W,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 4,BUS4052H,,2024
CB024BUS07,Bachelor of Business Science specialising in Marketing,Year 4,BUS4058F,,2024
CB015BUS08,Bachelor of Business Science specialising in Organisational Psychology,Year 1,DOC1103H,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 1,ACC1106F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 1,DOC1103H,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 1,ECO1110F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 1,ACC1111S,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 1,ECO1011S,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 2,BUS1036F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 2,BUS1003H,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 2,ECO2003F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 2,ECO2004S,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 2,MAM1006H,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 2,STA1106H,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,CML1001F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,STA2004F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,MAM2010F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,MAM2011F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,MAM2012S,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,MAM2014S,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,BUS2016H,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,FTX2024S,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,STA2005S,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,BUS3018F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,BUS3039F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,STA3041F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,STA3045F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,BUS3024S,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,PHI2043S,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,STA3047S,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 3,STA3048S,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 5,BUS4028F,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 5,BUS4027W,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 5,BUS4050W,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 5,BUS4029H,,2024
CB018BUS01,Bachelor of Business Science in Actuarial Science,Year 5,BUS4034S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 1,ACC1020H,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 1,BUS1036S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 1,DOC1103H,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 1,CML1001F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 1,ECO1110F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 1,CSC1010H,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 1,MAM1005H,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 1,ECO1011S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 2,BUS2010F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 2,CSC1011H,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 2,MAM1006H,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA1106H,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA1100S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,ECO2003F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,FTX2020F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,FTX2024S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,MAM2010F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,MAM2011F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,MAM2012S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,MAM2014S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,PHI2043S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,ECO2004S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA2004F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA2005S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA2020F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA2020S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA2030S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,BUS2033S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,BUS3039F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,CSC2001F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,CSC2002S,Alternative,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,ECO3021S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,INF2006F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,INF2007F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,STA3022F,Alternative,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,STA3045F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,STA3041F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,STA3043S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,STA3030F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 4,STA3036S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,BUS4050W,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,STA4010W,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,STA1106S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,MAM2010F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,MAM2011F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,MAM2012S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,MAM2013S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,MAM2014S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,MAM1031F,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,MAM1032S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,MAM1005H,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,STA1006S,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,MAM1006H,,2024
CB015BUS22,Bachelor of Business Science specialising in Analytics,Year 5,CSC1011H,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,ECO1110F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,MAM1110H,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,INF1102F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,INF1102S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,BUS1036F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,ECO1011F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,MAM1112S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,BUS2010F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,FTX2024S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,PHI2043F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,PHI2043S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,BUS2033F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,ECO3020F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,FTX3044F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,STA3022F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,BUS3039S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,ECO3021S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,FTX3045S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 5,FTX4057F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 5,FTX4086F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 5,BUS4050W,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 5,FTX4051H,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 5,FTX4056S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 5,FTX4087S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,ACC1106F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,CML1001F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,ACC1111S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,ECO1110S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,MAM1110H,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,INF1102F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,BUS2010S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,ECO1011F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,STA1000F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,MAM1112S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,STA2020S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,ACC2022H,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,FTX2024S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,BUS3039S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,CML2001F,,2024
